Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F)
WOLF,FOX,YES,148,5,0.034,0.04,0.0002,20,13,0.252,6,18,14,0.364,13
WOLF,GANG,YES,148,7,0.047,0,0,20,16,0.759,6,18,18,0.771,22
WOLF,GRAY,YES,148,2,0.014,0,0,20,15,0.778,6,17,14,0.767,12
WOLF,HOUND,YES,148,2,0.014,0,0.0077,20,13,0.393,6,5,2,0.069,7
WOLF,HOWL,NO,148,3,0.02,0,0,20,17,0.806,6,0,0,0,0
WOLF,JUNGLE,YES,148,3,0.02,0,0.0003,20,13,0.597,6,21,18,0.719,20
WOLF,MAN,YES,148,2,0.014,0,0.002,20,13,0.603,6,9,8,0.838,1207
WOLF,MEAN,YES,148,3,0.02,0,0.0004,20,14,0.421,6,18,16,0.692,199
WOLF,MOON,YES,148,2,0.014,0,0.0002,20,15,0.778,6,10,10,0.826,60
WOLF,PUPPY,YES,148,3,0.02,0,0.0404,20,15,0.435,6,7,6,0.198,2
WOLF,SCARY,YES,148,2,0.014,0,0,20,16,0.792,6,13,11,0.745,2
WOLF,TEEN,NO,148,3,0.02,0,0,20,17,0.806,6,0,0,0,0
WOLF,TEETH,YES,148,4,0.027,0,0,20,16,0.779,6,16,15,0.87,103
WOLF,VICIOUS,NO,148,2,0.014,0,0,20,17,0.806,6,0,0,0,0
WOLF,WILD,YES,148,3,0.02,0.04,0.0004,20,12,0.246,6,15,8,0.389,56
WOLF,WOODS,YES,148,2,0.014,0,0.0019,20,13,0.603,6,14,12,0.774,25
WOMAN,BEAUTIFUL,YES,126,2,0.016,0.014,0.0023,7,3,0.635,224,8,6,0.73,127
WOMAN,FEMALE,YES,126,11,0.087,0.07,0.0019,7,1,0.595,224,12,6,0.65,50
WOMAN,GIRL,YES,126,11,0.087,0.034,0.0112,7,2,0.619,224,8,5,0.825,220
WOMAN,LADY,YES,126,6,0.048,0.244,0.0089,7,2,0.04,224,15,9,0.217,80
WOMAN,LOVE,YES,126,2,0.016,0,0.0028,7,3,0.659,224,18,17,0.75,232
WOMAN,MAN,YES,126,75,0.595,0.66,0.0178,7,5,0.23,224,9,7,0.178,1207
WOMAN,MOTHER,YES,126,3,0.024,0.02,0.0012,7,4,0.746,224,13,11,0.851,216
WOMEN,CHILDREN,YES,149,2,0.013,0,0,13,11,0.757,195,17,16,0.812,346
WOMEN,FEMALE,YES,149,6,0.04,0,0.0037,13,8,0.656,195,12,8,0.72,50
WOMEN,GIRL,YES,149,4,0.027,0,0.0073,13,7,0.643,195,8,5,0.832,220
WOMEN,HAIR,YES,149,2,0.013,0,0,13,12,0.77,195,19,18,0.816,148
WOMEN,LADY,YES,149,4,0.027,0,0.0019,13,7,0.535,195,15,9,0.446,80
WOMEN,MAN,YES,149,18,0.121,0,0.01,13,11,0.635,195,9,8,0.838,1207
WOMEN,ME,YES,149,2,0.013,0,0,13,11,0.743,195,12,10,0.678,1181
WOMEN,MEN,YES,149,67,0.45,0.614,0,13,11,0.313,195,10,5,0.117,763
WOMEN,MOTHER,YES,149,2,0.013,0,0.0007,13,10,0.717,195,13,13,0.912,216
WOMEN,PEOPLE,YES,149,2,0.013,0,0.0005,13,11,0.75,195,18,18,0.765,847
WOMEN,PRETTY,YES,149,2,0.013,0,0.0011,13,10,0.716,195,11,10,0.74,107
WOMEN,RIGHTS,YES,149,3,0.02,0,0,13,11,0.75,195,15,11,0.648,77
WOMEN,SEX,YES,149,3,0.02,0,0.0109,13,8,0.219,195,15,12,0.503,84
WONDER,AMAZE,YES,119,22,0.185,0.137,0.0043,14,12,0.605,67,16,4,0.157,3
WONDER,AWE,YES,119,4,0.034,0.033,0.0109,14,12,0.605,67,20,11,0.283,5
WONDER,BREAD,YES,119,13,0.109,0,0,14,13,0.715,67,15,15,0.904,41
WONDER,CURIOUS,YES,119,2,0.017,0.06,0,14,11,0.605,67,18,11,0.578,46
WONDER,DREAM,YES,119,5,0.042,0,0.0077,14,10,0.723,67,10,9,0.72,64
WONDER,HOW,YES,119,3,0.025,0,0.0026,14,11,0.757,67,13,10,0.271,834
WONDER,IMAGINE,YES,119,2,0.017,0,0,14,11,0.58,67,11,8,0.247,61
WONDER,PONDER,YES,119,3,0.025,0.276,0.0072,14,9,0.538,67,5,0,0,1
WONDER,QUESTION,YES,119,2,0.017,0,0.0053,14,9,0.715,67,6,5,0.87,257
WONDER,THINK,YES,119,22,0.185,0.011,0.0192,14,8,0.538,67,22,17,0.554,433
WONDER,THOUGHT,YES,119,2,0.017,0.014,0.0172,14,10,0.555,67,9,6,0.358,442
WONDER,WHY,YES,119,3,0.025,0,0.0103,14,11,0.757,67,6,4,0.723,404
WONDER,WOMAN,YES,119,12,0.101,0,0,14,13,0.723,67,7,7,0.873,224
WONDER,WORRY,YES,119,3,0.025,0,0,14,12,0.614,67,24,19,0.618,55
WONDERFUL,BEAUTIFUL,YES,143,10,0.068,0,0.0006,17,14,0.66,53,8,8,0.793,127
WONDERFUL,DAY,YES,143,3,0.021,0,0,17,15,0.721,53,6,6,0.921,686
WONDERFUL,DELIGHTFUL,NO,143,2,0.014,0,0,17,16,0.742,53,0,0,0,0
WONDERFUL,EXCELLENT,YES,143,3,0.021,0.027,0.0016,17,10,0.324,53,14,7,0.273,68
WONDERFUL,FANTASTIC,YES,143,2,0.014,0.105,0.0007,17,10,0.324,53,15,5,0.151,20
WONDERFUL,GOOD,YES,143,11,0.075,0,0.0319,17,7,0.241,53,8,4,0.812,807
WONDERFUL,GREAT,YES,143,40,0.28,0.07,0.0251,17,10,0.324,53,18,12,0.4,665
WONDERFUL,HAPPY,YES,143,7,0.048,0,0.0046,17,9,0.501,53,8,7,0.859,98
WONDERFUL,LIFE,YES,143,8,0.055,0,0.0001,17,13,0.625,53,11,9,0.805,715
WONDERFUL,LOVE,YES,143,2,0.014,0,0.0013,17,12,0.604,53,18,15,0.711,232
WONDERFUL,NICE,YES,143,3,0.021,0,0.0033,17,11,0.57,53,14,11,0.708,75
WONDERFUL,PERSON,YES,143,3,0.021,0,0.0003,17,14,0.707,53,14,13,0.834,175
WONDERFUL,PLEASANT,YES,143,2,0.014,0,0.001,17,11,0.563,53,19,14,0.308,38
WONDERFUL,RAINBOW,YES,143,2,0.014,0,0,17,14,0.66,53,9,7,0.757,4
WONDERFUL,SUPER,YES,143,2,0.014,0.014,0.0184,17,11,0.338,53,11,6,0.392,8
WONDERFUL,TERRIFIC,YES,143,2,0.014,0.117,0.0126,17,10,0.29,53,11,5,0.139,5
WONDERFUL,WORLD,YES,143,7,0.048,0,0,17,15,0.694,53,12,12,0.867,787
WOOD,BARK,YES,165,2,0.012,0,0.0039,26,24,0.711,55,5,4,0.701,14
WOOD,BOARD,YES,165,2,0.012,0.12,0.0004,26,22,0.814,55,21,16,0.517,239
WOOD,BRICK,YES,165,2,0.012,0.013,0.0015,26,22,0.79,55,14,10,0.488,18
WOOD,BUILD,YES,165,2,0.012,0,0.0002,26,23,0.82,55,18,16,0.649,86
WOOD,BURN,YES,165,15,0.091,0,0.0137,26,20,0.469,55,20,16,0.359,15
WOOD,CHAIR,YES,165,2,0.012,0.013,0.0091,26,24,0.844,55,14,11,0.629,66
WOOD,CHOP,YES,165,5,0.03,0.068,0,26,24,0.826,55,15,9,0.3,3
WOOD,CUT,YES,165,2,0.012,0.022,0.015,26,20,0.693,55,21,17,0.744,192
WOOD,FIRE,YES,165,36,0.218,0,0.0379,26,20,0.451,55,18,13,0.719,187
WOOD,FIREPLACE,YES,165,4,0.024,0.121,0.0054,26,21,0.493,55,15,8,0.355,6
WOOD,FOREST,YES,165,5,0.03,0,0.0052,26,22,0.463,55,9,7,0.238,66
WOOD,GRAIN,YES,165,4,0.024,0,0,26,25,0.844,55,11,11,0.879,27
WOOD,HARD,YES,165,3,0.018,0.02,0.004,26,22,0.802,55,10,6,0.786,202
WOOD,HOUSE,YES,165,4,0.024,0,0.0257,26,20,0.366,55,13,12,0.829,591
WOOD,LOG,YES,165,5,0.03,0.279,0.0024,26,21,0.36,55,9,4,0.163,11
WOOD,METAL,YES,165,3,0.018,0.013,0.0004,26,24,0.832,55,16,14,0.65,61
WOOD,NATURAL,YES,165,2,0.012,0,0,26,24,0.826,55,25,21,0.553,156
WOOD,OAK,YES,165,3,0.018,0.026,0.0059,26,24,0.705,55,9,7,0.129,15
WOOD,PAPER,YES,165,2,0.012,0.044,0.0001,26,23,0.699,55,15,12,0.783,157
WOOD,SAW,YES,165,2,0.012,0.193,0.0001,26,22,0.681,55,13,9,0.445,352
WOOD,SPLINTER,YES,165,3,0.018,0.534,0,26,23,0.826,55,13,10,0.367,4
WOOD,STEAL,YES,165,2,0.012,0,0,26,25,0.856,55,17,16,0.766,5
WOOD,STOVE,YES,165,5,0.03,0,0,26,25,0.838,55,11,10,0.908,15
WOOD,TABLE,YES,165,2,0.012,0,0.0039,26,23,0.832,55,10,8,0.148,198
WOOD,TREE,YES,165,24,0.145,0,0.0386,26,18,0.585,55,21,17,0.653,59
WOOD,WORK,YES,165,3,0.018,0,0.0004,26,23,0.82,55,19,18,0.625,760
WOODS,ANIMAL,YES,152,2,0.013,0,0.0015,14,12,0.774,25,28,27,0.789,68
WOODS,BUG,YES,152,4,0.026,0,0,14,13,0.781,25,16,16,0.795,4
WOODS,CABIN,YES,152,4,0.026,0.143,0,14,12,0.755,25,9,6,0.666,23
WOODS,DARK,YES,152,6,0.039,0,0.0034,14,11,0.505,25,8,7,0.861,185
WOODS,DEEP,YES,152,4,0.026,0,0,14,12,0.742,25,13,12,0.78,109
WOODS,FIREPLACE,YES,152,2,0.013,0,0,14,13,0.794,25,15,13,0.825,6
WOODS,FOREST,YES,152,36,0.237,0.096,0.0128,14,8,0.169,25,9,5,0.116,66
WOODS,GREEN,YES,152,2,0.013,0,0.0297,14,9,0.208,25,17,14,0.724,116
WOODS,JUNGLE,YES,152,3,0.02,0.034,0,14,8,0.182,25,21,15,0.515,20
WOODS,LOST,YES,152,2,0.013,0,0,14,13,0.794,25,6,4,0.816,173
WOODS,MOUNTAIN,YES,152,4,0.026,0,0.0009,14,11,0.439,25,17,13,0.702,33
WOODS,NATURE,YES,152,2,0.013,0.038,0.0046,14,10,0.228,25,19,15,0.399,191
WOODS,THICK,YES,152,4,0.026,0,0.0003,14,12,0.761,25,8,8,0.819,67
WOODS,TREE,YES,152,48,0.316,0,0.1556,14,8,0.182,25,21,18,0.734,59
WOODWIND,BIRD,YES,146,2,0.014,0,0,12,11,0.769,2,23,22,0.791,31
WOODWIND,BRASS,YES,146,3,0.021,0,0.0002,12,8,0.248,2,19,17,0.78,19
WOODWIND,CHIME,YES,146,2,0.014,0,0,12,10,0.701,2,9,7,0.833,0
WOODWIND,CLARINET,YES,146,6,0.041,0,0.0189,12,6,0.152,2,9,5,0.245,1
WOODWIND,FLUTE,YES,146,9,0.062,0,0.0465,12,5,0.138,2,19,12,0.252,1
WOODWIND,INSTRUMENT,YES,146,63,0.432,0,0.0233,12,5,0.131,2,14,10,0.584,47
WOODWIND,MUSIC,YES,146,10,0.068,0,0.0956,12,4,0.117,2,25,24,0.74,216
WOODWIND,OBOE,YES,146,2,0.014,0.026,0.0026,12,6,0.152,2,14,7,0.118,0
WOODWIND,PIPE,YES,146,9,0.062,0,0,12,11,0.721,2,15,14,0.792,20
WOODWIND,SAXOPHONE,YES,146,2,0.014,0,0.0089,12,5,0.131,2,17,11,0.282,4
WOODWIND,STRING,YES,146,4,0.027,0,0,12,11,0.756,2,17,17,0.89,19
WOODWIND,WOOD,YES,146,2,0.014,0,0.0009,12,10,0.707,2,26,26,0.868,55
WOOL,BLANKET,YES,138,2,0.014,0,0,16,13,0.766,10,9,7,0.465,30
WOOL,CLOTH,YES,138,2,0.014,0,0.0007,16,12,0.738,10,21,18,0.815,40
WOOL,COAT,YES,138,8,0.058,0,0.0225,16,9,0.505,10,17,11,0.367,43
WOOL,COLD,YES,138,3,0.022,0,0.0987,16,8,0.469,10,19,15,0.376,171
WOOL,COTTON,YES,138,9,0.065,0.04,0.0039,16,12,0.579,10,19,15,0.734,38
WOOL,HOT,YES,138,5,0.036,0,0.0427,16,12,0.599,10,8,6,0.183,130
WOOL,ITCH,YES,138,4,0.029,0,0.0208,16,14,0.802,10,4,3,0.056,5
WOOL,JACKET,YES,138,4,0.029,0,0.0162,16,11,0.548,10,15,9,0.161,33
WOOL,LAMB,YES,138,8,0.058,0.095,0.0352,16,14,0.614,10,14,12,0.366,7
WOOL,SCRATCH,YES,138,8,0.058,0,0.0246,16,14,0.802,10,13,11,0.434,9
WOOL,SHEEP,YES,138,30,0.217,0.291,0.0193,16,12,0.404,10,17,13,0.368,23
WOOL,SILK,YES,138,2,0.014,0.024,0.0004,16,13,0.796,10,18,15,0.748,12
WOOL,SKIRT,YES,138,2,0.014,0,0,16,15,0.875,10,15,14,0.867,21
WOOL,SWEATER,YES,138,20,0.145,0.054,0.0074,16,8,0.266,10,14,6,0.256,14
WOOL,WARM,YES,138,12,0.087,0,0.0379,16,9,0.498,10,11,9,0.273,67
WOOL,WINTER,YES,138,4,0.029,0,0.0118,16,12,0.635,10,4,3,0.617,83
WORD,ALPHABET,YES,135,2,0.015,0,0.0023,20,15,0.556,274,11,7,0.857,2
WORD,DEFINITION,YES,135,3,0.022,0.171,0.0132,20,15,0.542,274,9,6,0.328,44
WORD,DICTIONARY,YES,135,8,0.059,0,0.0042,20,14,0.527,274,8,4,0.766,57
WORD,ENGLISH,YES,135,3,0.022,0,0.0126,20,11,0.341,274,16,14,0.612,195
WORD,GAMES,YES,135,3,0.022,0,0,20,17,0.638,274,13,12,0.762,55
WORD,LANGUAGE,YES,135,3,0.022,0,0.006,20,14,0.571,274,13,10,0.518,109
WORD,LETTER,YES,135,9,0.067,0,0.0015,20,15,0.563,274,15,13,0.631,145
WORD,MEANING,YES,135,5,0.037,0.088,0.005,20,15,0.542,274,19,15,0.456,127
WORD,NOUN,YES,135,4,0.03,0.016,0.002,20,14,0.452,274,7,4,0.848,1
WORD,PHRASE,YES,135,10,0.074,0.238,0.003,20,15,0.423,274,11,6,0.156,34
WORD,PROBLEM,YES,135,2,0.015,0,0,20,17,0.645,274,13,13,0.802,313
WORD,PROCESSOR,NO,135,3,0.022,0,0,20,18,0.66,274,0,0,0,0
WORD,SENTENCE,YES,135,19,0.141,0,0.0212,20,14,0.393,274,18,13,0.703,34
WORD,SOUND,YES,135,2,0.015,0,0,20,17,0.645,274,10,10,0.89,204
WORD,SPEAK,YES,135,4,0.03,0,0.0032,20,15,0.564,274,16,14,0.846,110
WORD,THE,NO,135,2,0.015,0,0,20,18,0.66,274,0,0,0,0
WORD,THING,YES,135,2,0.015,0,0.0005,20,16,0.615,274,20,16,0.462,333
WORD,UP,YES,135,6,0.044,0,0.0003,20,16,0.586,274,5,5,0.947,1895
WORD,VOCABULARY,YES,135,2,0.015,0,0.0012,20,14,0.542,274,15,8,0.626,13
WORD,WRITE,YES,135,2,0.015,0.017,0.0118,20,16,0.578,274,16,14,0.752,106
WORDS,ASSOCIATION,NO,146,2,0.014,0,0,19,14,0.501,274,0,0,0,0
WORDS,BOOK,YES,146,10,0.068,0,0.013,19,10,0.33,274,15,13,0.487,193
WORDS,COMMUNICATE,YES,146,4,0.027,0,0.0023,19,11,0.405,274,6,3,0.189,13
WORDS,DICTIONARY,YES,146,8,0.055,0.52,0.0031,19,10,0.317,274,8,3,0.171,57
WORDS,LANGUAGE,YES,146,3,0.021,0.034,0.002,19,9,0.35,274,13,9,0.593,109
WORDS,LETTERS,YES,146,16,0.11,0,0.0078,19,11,0.343,274,17,13,0.602,115
WORDS,MANY,YES,146,2,0.014,0,0,19,13,0.487,274,8,8,0.906,1030
WORDS,MEANING,YES,146,4,0.027,0,0,19,12,0.419,274,19,17,0.814,127
WORDS,NUMBERS,YES,146,4,0.027,0.014,0.0072,19,12,0.364,274,15,10,0.4,125
WORDS,PHRASES,NO,146,6,0.041,0,0,19,14,0.501,274,0,0,0,0
WORDS,READ,YES,146,2,0.014,0,0.0318,19,11,0.398,274,9,7,0.205,173
WORDS,SAY,YES,146,2,0.014,0,0.0008,19,10,0.397,274,13,9,0.624,504
WORDS,SENTENCES,NO,146,24,0.164,0,0,19,14,0.501,274,0,0,0,0
WORDS,SPEECH,YES,146,3,0.021,0.026,0.0056,19,9,0.363,274,17,14,0.426,61
WORDS,SPOKEN,NO,146,3,0.021,0,0,19,14,0.501,274,0,0,0,0
WORDS,SYLLABLES,NO,146,2,0.014,0,0,19,14,0.501,274,0,0,0,0
WORDS,TALK,YES,146,7,0.048,0.016,0.0277,19,8,0.349,274,18,10,0.501,154
WORDS,VOCABULARY,YES,146,5,0.034,0.507,0.0011,19,9,0.302,274,15,6,0.166,13
WORDS,WRITE,YES,146,3,0.021,0,0.0185,19,9,0.294,274,16,14,0.719,106
WORK,BORING,YES,147,5,0.034,0,0.0003,19,15,0.652,760,16,10,0.621,5
WORK,EARN,YES,147,2,0.014,0.2,0,19,17,0.666,760,10,7,0.199,16
WORK,EFFORT,YES,147,2,0.014,0.021,0,19,16,0.563,760,18,14,0.672,145
WORK,FUN,YES,147,2,0.014,0.016,0.0197,19,16,0.598,760,15,13,0.678,44
WORK,HARD,YES,147,21,0.143,0.013,0.0015,19,15,0.571,760,10,8,0.826,202
WORK,HORSE,YES,147,2,0.014,0,0.0016,19,17,0.632,760,16,13,0.781,117
WORK,JOB,YES,147,14,0.095,0.567,0.0011,19,17,0.585,760,7,5,0.095,238
WORK,LABOR,YES,147,3,0.02,0.69,0,19,17,0.605,760,10,7,0.187,149
WORK,LAZY,YES,147,7,0.048,0.014,0.0012,19,14,0.632,760,19,16,0.646,9
WORK,MONEY,YES,147,13,0.088,0.026,0.0229,19,16,0.571,760,19,16,0.705,265
WORK,OFFICE,YES,147,3,0.02,0.132,0,19,16,0.694,760,18,15,0.585,255
WORK,PLACE,YES,147,5,0.034,0,0.0004,19,16,0.694,760,22,17,0.564,571
WORK,PLAY,YES,147,18,0.122,0.067,0.0015,19,13,0.558,760,21,14,0.446,200
WORK,RELAX,YES,147,3,0.02,0,0.0061,19,14,0.646,760,20,15,0.517,19
WORK,REST,YES,147,3,0.02,0.021,0.0059,19,15,0.586,760,13,9,0.211,163
WORK,SCHOOL,YES,147,3,0.02,0.128,0.0049,19,13,0.395,760,22,17,0.636,492
WORK,SLEEP,YES,147,3,0.02,0,0.0173,19,14,0.538,760,10,8,0.642,65
WORK,SWEAT,YES,147,2,0.014,0.108,0.0003,19,17,0.734,760,16,14,0.746,23
WORK,YUCK,YES,147,2,0.014,0,0,19,18,0.754,760,15,14,0.766,0
WORKER,BEE,YES,145,5,0.034,0,0,23,19,0.637,30,7,7,0.92,11
WORKER,BLUE-COLLAR,NO,145,7,0.048,0,0,23,20,0.671,30,0,0,0,0
WORKER,BOSS,YES,145,3,0.021,0.026,0.0243,23,15,0.423,30,19,13,0.366,20
WORKER,CONSTRUCTION,YES,145,3,0.021,0.067,0.0006,23,17,0.575,30,12,10,0.742,95
WORKER,EMPLOYEE,YES,145,18,0.124,0.174,0.0063,23,13,0.353,30,9,3,0.218,24
WORKER,EMPLOYER,YES,145,2,0.014,0.049,0.0269,23,15,0.429,30,7,2,0.12,15
WORKER,FACTORY,YES,145,4,0.028,0.152,0,23,18,0.602,30,24,20,0.685,32
WORKER,FIELD,YES,145,2,0.014,0,0,23,19,0.657,30,34,33,0.839,274
WORKER,HARD,YES,145,10,0.069,0,0.0014,23,18,0.561,30,10,10,0.852,202
WORKER,HAT,YES,145,3,0.021,0,0,23,18,0.616,30,12,11,0.757,56
WORKER,JOB,YES,145,8,0.055,0,0.0143,23,13,0.401,30,7,5,0.646,238
WORKER,LABOR,YES,145,6,0.041,0,0.0015,23,14,0.436,30,10,5,0.801,149
WORKER,LABORER,NO,145,2,0.014,0,0,23,20,0.671,30,0,0,0,0
WORKER,MAN,YES,145,5,0.034,0,0.0061,23,15,0.546,30,9,9,0.851,1207
WORKER,MONEY,YES,145,4,0.028,0,0.0182,23,14,0.422,30,19,17,0.731,265
WORKER,PAY,YES,145,2,0.014,0,0.0009,23,17,0.574,30,13,11,0.464,172
WORKER,PEON,NO,145,2,0.014,0,0,23,20,0.671,30,0,0,0,0
WORKER,PERSON,YES,145,4,0.028,0,0.0009,23,17,0.547,30,14,12,0.712,175
WORKER,POOR,YES,145,2,0.014,0,0,23,18,0.629,30,11,10,0.713,113
WORKER,SLAVE,YES,145,9,0.062,0.069,0.0042,23,16,0.416,30,18,11,0.629,30
WORKER,SWEAT,YES,145,2,0.014,0,0,23,19,0.657,30,16,15,0.854,23
WORKER,UNIFORM,YES,145,3,0.021,0,0,23,19,0.65,30,20,20,0.717,51
WORKER,UNION,YES,145,2,0.014,0.054,0.002,23,16,0.437,30,26,19,0.538,182
WORKOUT,AEROBICS,YES,146,13,0.089,0.067,0.01,13,8,0.199,2,15,10,0.273,1
WORKOUT,EXERCISE,YES,146,39,0.267,0.02,0.0475,13,3,0.082,2,28,18,0.476,58
WORKOUT,FIT,YES,146,2,0.014,0,0.011,13,7,0.404,2,21,16,0.465,75
WORKOUT,GYM,YES,146,7,0.048,0.171,0.0077,13,5,0.124,2,17,9,0.269,2
WORKOUT,HARD,YES,146,6,0.041,0,0.0006,13,10,0.699,2,10,10,0.852,202
WORKOUT,HEALTHY,YES,146,3,0.021,0,0.01,13,8,0.431,2,19,15,0.667,33
WORKOUT,JANE FONDA,NO,146,3,0.021,0,0,13,12,0.767,2,0,0,0,0
WORKOUT,MUSCLE,YES,146,4,0.027,0,0.0065,13,6,0.589,2,22,16,0.635,42
WORKOUT,PUMP,YES,146,2,0.014,0,0,13,10,0.726,2,21,14,0.717,11
WORKOUT,SHAPE,YES,146,5,0.034,0,0.0082,13,8,0.431,2,18,15,0.76,85
WORKOUT,SWEAT,YES,146,24,0.164,0,0.0461,13,8,0.199,2,16,14,0.773,23
WORKOUT,WEIGHT,YES,146,2,0.014,0,0.0078,13,9,0.438,2,14,13,0.843,91
WORKOUT,WEIGHTS,YES,146,5,0.034,0.088,0.0055,13,8,0.391,2,17,8,0.449,11
WORLD,ATLAS,YES,99,2,0.02,0.169,0.0054,12,8,0.605,787,10,5,0.157,12
WORLD,BIG,YES,99,3,0.03,0,0.003,12,9,0.777,787,9,9,0.939,360
WORLD,COUNTRY,YES,99,2,0.02,0,0.0009,12,10,0.817,787,19,19,0.731,324
WORLD,EARTH,YES,99,23,0.232,0.061,0.0184,12,8,0.342,787,12,9,0.696,150
WORLD,GLOBE,YES,99,18,0.182,0.679,0.0078,12,5,0.14,787,10,2,0.026,13
WORLD,MAP,YES,99,3,0.03,0.063,0.0129,12,8,0.615,787,16,11,0.622,13
WORLD,PEOPLE,YES,99,3,0.03,0.014,0,12,11,0.837,787,18,17,0.751,847
WORLD,ROUND,YES,99,9,0.091,0,0.036,12,8,0.342,787,7,7,0.866,81
WORLD,SPHERE,YES,99,2,0.02,0.119,0.0024,12,8,0.342,787,9,5,0.323,22
WORLD,UNIVERSE,YES,99,15,0.152,0.385,0.0024,12,10,0.533,787,10,7,0.501,71
WORLD,WAR,YES,99,2,0.02,0,0,12,11,0.847,787,19,17,0.816,464
WORLD,WIDE,YES,99,4,0.04,0,0,12,10,0.797,787,15,14,0.746,125
WORM,APPLE,YES,165,4,0.024,0.034,0,23,21,0.754,4,17,16,0.863,9
WORM,BAIT,YES,165,2,0.012,0.099,0.0024,23,19,0.572,4,8,5,0.179,2
WORM,BIRD,YES,165,5,0.03,0,0,23,21,0.748,4,23,22,0.791,31
WORM,BUG,YES,165,3,0.018,0,0.0089,23,16,0.67,4,16,12,0.548,4
WORM,CATERPILLAR,YES,165,2,0.012,0.074,0,23,18,0.7,4,10,5,0.461,1
WORM,CRAWL,YES,165,6,0.036,0,0.0008,23,18,0.7,4,11,8,0.819,11
WORM,DIRT,YES,165,6,0.036,0,0.0118,23,17,0.561,4,18,16,0.821,43
WORM,EARTH,YES,165,19,0.115,0,0.0055,23,19,0.591,4,12,10,0.601,150
WORM,FISH,YES,165,15,0.091,0,0.0216,23,19,0.572,4,24,23,0.808,35
WORM,FISHING,YES,165,17,0.103,0.015,0,23,19,0.572,4,15,11,0.621,32
WORM,GROSS,YES,165,2,0.012,0,0.0077,23,17,0.682,4,16,14,0.598,30
WORM,GROUND,YES,165,6,0.036,0,0.0232,23,18,0.579,4,14,12,0.563,186
WORM,HOLE,YES,165,2,0.012,0,0,23,19,0.694,4,24,20,0.515,58
WORM,INSECT,YES,165,2,0.012,0,0.0043,23,19,0.736,4,8,7,0.441,14
WORM,LONG,YES,165,3,0.018,0,0.0019,23,20,0.681,4,13,12,0.765,755
WORM,SLIME,YES,165,3,0.018,0,0,23,19,0.712,4,15,10,0.538,0
WORM,SLIMY,YES,165,5,0.03,0.041,0.0046,23,18,0.645,4,16,11,0.511,0
WORM,SNAIL,YES,165,2,0.012,0,0.0005,23,19,0.7,4,8,6,0.706,1
WORM,SNAKE,YES,165,13,0.079,0.03,0.0014,23,17,0.591,4,21,15,0.75,44
WORM,SQUIGGLY,NO,165,2,0.012,0,0,23,22,0.778,4,0,0,0,0
WORM,UGLY,YES,165,3,0.018,0,0.0028,23,18,0.651,4,14,9,0.495,21
WORM,WIGGLE,YES,165,7,0.042,0.163,0,23,20,0.657,4,19,12,0.471,1
WORM,WOOD,YES,165,2,0.012,0,0,23,21,0.766,4,26,26,0.868,55
WORN,CLOTHES,YES,149,13,0.087,0,0.0129,13,6,0.516,23,26,21,0.596,89
WORN,HOLE,YES,149,2,0.013,0,0.0015,13,10,0.798,23,24,22,0.719,58
WORN,JEANS,YES,149,6,0.04,0,0.0023,13,9,0.677,23,13,10,0.852,1
WORN,NEW,YES,149,10,0.067,0,0.1197,13,7,0.355,23,10,7,0.147,1635
WORN,OLD,YES,149,34,0.228,0,0.0776,13,9,0.509,23,9,7,0.4,660
WORN,OUT,YES,149,23,0.154,0,0,13,11,0.731,23,6,5,0.873,2096
WORN,RAGGED,NO,149,2,0.013,0,0,13,12,0.885,23,0,0,0,0
WORN,SHOES,YES,149,10,0.067,0,0.0131,13,9,0.731,23,12,7,0.45,44
WORN,SOCKS,YES,149,3,0.02,0,0.0206,13,10,0.798,23,4,3,0.271,7
WORN,TIRED,YES,149,5,0.034,0,0,13,11,0.851,23,14,14,0.809,48
WORN,TORN,YES,149,11,0.074,0,0,13,9,0.711,23,15,11,0.313,25
WORN,USED,YES,149,12,0.081,0.061,0.0009,13,7,0.382,23,12,4,0.21,612
WORN,WEAR,YES,149,3,0.02,0.014,0.007,13,10,0.778,23,16,7,0.131,36
WORRY,ANXIOUS,YES,142,3,0.021,0.081,0.0013,24,15,0.392,55,19,11,0.353,29
WORRY,CARE,YES,142,2,0.014,0,0.0062,24,18,0.611,55,18,16,0.628,162
WORRY,CAREFREE,NO,142,2,0.014,0,0,24,20,0.653,55,0,0,0,0
WORRY,CONCERN,YES,142,4,0.028,0.352,0.001,24,16,0.541,55,15,10,0.182,98
WORRY,CRY,YES,142,5,0.035,0,0.0024,24,16,0.477,55,14,11,0.709,48
WORRY,DON'T,NO,142,2,0.014,0,0,24,20,0.653,55,0,0,0,0
WORRY,FRET,NO,142,4,0.028,0,0,24,20,0.653,55,0,0,0,0
WORRY,FRIGHTENED,YES,142,2,0.014,0,0.0132,24,18,0.597,55,6,5,0.092,26
WORRY,FROWN,YES,142,4,0.028,0,0,24,16,0.548,55,11,7,0.514,1
WORRY,HAPPY,YES,142,12,0.085,0,0.0237,24,14,0.4,55,8,6,0.231,98
