Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F)
TEAPOT,WATER,YES,148,5,0.034,0,0.0246,19,11,0.475,0,18,17,0.555,442
TEAPOT,WHISTLE,YES,148,10,0.068,0,0.005,19,15,0.549,0,16,14,0.645,4
TEAR,APART,YES,145,3,0.021,0,0,9,8,0.847,11,8,8,0.84,57
TEAR,CRY,YES,145,44,0.303,0,0.0044,9,7,0.489,11,14,12,0.738,48
TEAR,DROP,YES,145,5,0.034,0,0,9,8,0.834,11,16,16,0.781,59
TEAR,EYE,YES,145,6,0.041,0,0,9,8,0.827,11,13,11,0.874,122
TEAR,PAPER,YES,145,8,0.055,0,0.0062,9,7,0.503,11,15,14,0.855,157
TEAR,RIP,YES,145,45,0.31,0.711,0,9,7,0.503,11,9,7,0.105,6
TEAR,SAD,YES,145,11,0.076,0.026,0.0394,9,7,0.489,11,7,5,0.82,35
TEAR,SHIRT,YES,145,2,0.014,0,0,9,7,0.84,11,17,15,0.879,27
TEAR,WEAR,YES,145,2,0.014,0.047,0.0004,9,7,0.84,11,16,8,0.612,36
TEARS,CRY,YES,148,73,0.493,0.217,0.0104,10,7,0.244,34,14,10,0.507,48
TEARS,EYE,YES,148,13,0.088,0,0,10,9,0.811,34,13,11,0.874,122
TEARS,PAIN,YES,148,3,0.02,0,0.0015,10,8,0.859,34,13,12,0.782,88
TEARS,RIP,YES,148,3,0.02,0,0,10,9,0.879,34,9,9,0.836,6
TEARS,SAD,YES,148,21,0.142,0,0.0721,10,7,0.244,34,7,6,0.846,35
TEARS,SALT,YES,148,4,0.027,0,0.0005,10,7,0.797,34,7,6,0.836,46
TEARS,SORROW,YES,148,3,0.02,0.014,0.0069,10,6,0.224,34,13,9,0.285,9
TEARS,SWEAT,YES,148,5,0.034,0.027,0,10,7,0.824,34,16,12,0.759,23
TEARS,WATER,YES,148,6,0.041,0,0.0032,10,7,0.817,34,18,17,0.65,442
TEARS,WET,YES,148,2,0.014,0,0.0048,10,7,0.81,34,11,9,0.791,53
TEASE,ANNOY,YES,146,2,0.014,0,0.0123,21,14,0.363,6,15,10,0.37,2
TEASE,BAD,YES,146,2,0.014,0,0.0021,21,14,0.364,6,9,8,0.876,142
TEASE,BOTHER,YES,146,6,0.041,0,0.0052,21,14,0.431,6,18,13,0.427,22
TEASE,BROTHER,YES,146,3,0.021,0,0.0014,21,15,0.445,6,10,10,0.938,73
TEASE,CHILD,YES,146,3,0.021,0,0.002,21,13,0.323,6,15,13,0.755,213
TEASE,CHILDREN,YES,146,2,0.014,0,0,21,15,0.398,6,17,15,0.676,346
TEASE,CRY,YES,146,5,0.034,0,0.0011,21,15,0.452,6,14,12,0.817,48
TEASE,FAKE,YES,146,2,0.014,0,0,21,16,0.493,6,19,14,0.573,10
TEASE,FLIRT,NO,146,12,0.082,0,0,21,18,0.521,6,0,0,0,0
TEASE,FUN,YES,146,5,0.034,0,0.0113,21,13,0.35,6,15,13,0.678,44
TEASE,GIRL,YES,146,5,0.034,0,0.0006,21,15,0.452,6,8,8,0.885,220
TEASE,HAIR,YES,146,2,0.014,0,0.0002,21,16,0.493,6,19,18,0.816,148
TEASE,HURT,YES,146,2,0.014,0,0.0017,21,16,0.473,6,12,11,0.787,37
TEASE,JOKE,YES,146,4,0.027,0,0.0011,21,15,0.466,6,8,6,0.89,22
TEASE,MEAN,YES,146,12,0.082,0,0.0009,21,14,0.397,6,18,16,0.685,199
TEASE,PICK ON,NO,146,2,0.014,0,0,21,18,0.521,6,0,0,0,0
TEASE,PLAY,YES,146,11,0.075,0,0.0044,21,14,0.377,6,21,18,0.545,200
TEASE,RIDICULE,YES,146,2,0.014,0.101,0,21,14,0.357,6,18,9,0.285,5
TEASE,STRIP,YES,146,4,0.027,0.068,0,21,17,0.494,6,26,16,0.374,30
TEASE,TAUNT,NO,146,5,0.034,0,0,21,18,0.521,6,0,0,0,0
TEASE,TICKLE,YES,146,4,0.027,0.022,0,21,16,0.46,6,12,10,0.811,2
TECHNICIAN,AUTO,YES,152,3,0.02,0,0.0067,22,16,0.605,6,7,3,0.096,22
TECHNICIAN,CAR,YES,152,3,0.02,0,0.0629,22,12,0.474,6,25,20,0.654,274
TECHNICIAN,COMPUTER,YES,152,5,0.033,0,0.0032,22,17,0.659,6,33,24,0.596,13
TECHNICIAN,ELECTRICIAN,YES,152,14,0.092,0.013,0,22,9,0.27,6,22,8,0.289,0
TECHNICIAN,ELECTRICITY,YES,152,16,0.105,0,0.0054,22,18,0.567,6,15,13,0.796,26
TECHNICIAN,ENGINEER,YES,152,7,0.046,0,0.0045,22,11,0.349,6,24,17,0.599,42
TECHNICIAN,FIX,YES,152,6,0.039,0,0.0222,22,12,0.441,6,9,5,0.524,14
TECHNICIAN,HOSPITAL,YES,152,2,0.013,0,0,22,18,0.738,6,17,16,0.832,110
TECHNICIAN,JOB,YES,152,3,0.02,0,0.0098,22,13,0.415,6,7,5,0.095,238
TECHNICIAN,LAB,YES,152,8,0.053,0.051,0,22,18,0.698,6,19,17,0.636,3
TECHNICIAN,MACHINE,YES,152,4,0.026,0,0.0033,22,14,0.527,6,17,12,0.44,103
TECHNICIAN,MAN,YES,152,4,0.026,0,0.0026,22,17,0.659,6,9,9,0.851,1207
TECHNICIAN,MECHANIC,YES,152,15,0.099,0,0.0017,22,10,0.323,6,14,6,0.22,5
TECHNICIAN,MONEY,YES,152,3,0.02,0,0.0125,22,13,0.494,6,19,16,0.705,265
TECHNICIAN,PLUMBER,YES,152,3,0.02,0,0.0085,22,16,0.593,6,14,10,0.483,4
TECHNICIAN,REPAIR,YES,152,3,0.02,0,0.0111,22,12,0.428,6,8,3,0.137,20
TECHNICIAN,TECHNICAL,NO,152,2,0.013,0,0,22,20,0.764,6,0,0,0,0
TECHNICIAN,TELEVISION,YES,152,3,0.02,0,0.0016,22,17,0.632,6,19,17,0.809,50
TECHNICIAN,TOOLS,YES,152,3,0.02,0,0.0003,22,16,0.672,6,17,12,0.664,34
TECHNICIAN,WORK,YES,152,2,0.013,0,0.028,22,11,0.468,6,19,17,0.585,760
TECHNICIAN,WORKER,YES,152,9,0.059,0,0.0053,22,14,0.494,6,23,17,0.554,30
TECHNICIAN,X-RAY,NO,152,2,0.013,0,0,22,20,0.764,6,0,0,0,0
TECHNIQUE,ART,YES,150,2,0.013,0,0.002,15,10,0.565,60,17,15,0.767,208
TECHNIQUE,DANCE,YES,150,2,0.013,0,0.0002,15,11,0.665,60,19,19,0.698,90
TECHNIQUE,DOING,NO,150,2,0.013,0,0,15,13,0.691,60,0,0,0,0
TECHNIQUE,KARATE,NO,150,2,0.013,0,0,15,13,0.691,60,0,0,0,0
TECHNIQUE,KNOWLEDGE,YES,150,2,0.013,0,0.0027,15,11,0.578,60,14,13,0.8,145
TECHNIQUE,METHOD,YES,150,17,0.113,0.021,0.005,15,9,0.225,60,13,8,0.194,142
TECHNIQUE,MOVE,YES,150,2,0.013,0,0,15,12,0.678,60,27,24,0.703,171
TECHNIQUE,NAILS,YES,150,3,0.02,0,0,15,12,0.671,60,11,10,0.829,14
TECHNIQUE,PRACTICE,YES,150,2,0.013,0,0.003,15,8,0.439,60,18,13,0.624,94
TECHNIQUE,SEX,YES,150,3,0.02,0,0,15,12,0.671,60,15,14,0.662,84
TECHNIQUE,SKILL,YES,150,15,0.1,0.014,0,15,8,0.539,60,21,16,0.652,42
TECHNIQUE,STEREO,YES,150,3,0.02,0,0,15,12,0.671,60,14,12,0.841,12
TECHNIQUE,STYLE,YES,150,30,0.2,0,0.0024,15,10,0.238,60,23,19,0.666,98
TECHNIQUE,WAY,YES,150,21,0.14,0,0.0515,15,10,0.238,60,14,12,0.767,909
TECHNIQUE,WORK,YES,150,2,0.013,0,0.0028,15,9,0.552,60,19,19,0.768,760
TECHNOLOGY,ADVANCE,YES,154,16,0.104,0,0,18,14,0.685,43,21,19,0.733,60
TECHNOLOGY,CHANGE,YES,154,2,0.013,0,0,18,13,0.757,43,15,12,0.599,240
TECHNOLOGY,COMPUTER,YES,154,36,0.234,0.034,0.004,18,11,0.368,43,33,21,0.534,13
TECHNOLOGY,DISCOVERY,YES,154,2,0.013,0,0.0026,18,12,0.621,43,13,8,0.57,45
